Tipo de Mapa;Clave;Presencia;Factor de Carga;Tiempo
Cuadratic Probing;UserID;Almacenados;0.569017;0.326747
Cuadratic Probing;UserID;No almacenados;0.569017;0.431821
Double Hashing;UserID;Almacenados;0.569017;0.184226
Double Hashing;UserID;No almacenados;0.569017;0.318313
STL;UserID;Almacenados;0.569017;0.183009
STL;UserID;No almacenados;0.569017;2.01979
Hashing Encadenado;UserID;Almacenados;0.616435;0.100771
Hashing Encadenado;UserID;No almacenados;0.616435;0.11968
Linear Probing;UserID;Almacenados;0.616435;0.26172
Linear Probing;UserID;No almacenados;0.616435;0.435809
Cuadratic Probing;UserID;Almacenados;0.616435;0.297058
Cuadratic Probing;UserID;No almacenados;0.616435;0.437771
Double Hashing;UserID;Almacenados;0.616435;0.189213
Double Hashing;UserID;No almacenados;0.616435;0.325931
STL;UserID;Almacenados;0.616435;0.217268
STL;UserID;No almacenados;0.616435;1.97799
Hashing Encadenado;UserID;Almacenados;0.663853;0.178919
Hashing Encadenado;UserID;No almacenados;0.663853;0.125091
Linear Probing;UserID;Almacenados;0.663853;0.265631
Linear Probing;UserID;No almacenados;0.663853;0.489924
Cuadratic Probing;UserID;Almacenados;0.663853;0.270617
Cuadratic Probing;UserID;No almacenados;0.663853;0.538331
Double Hashing;UserID;Almacenados;0.663853;0.190218
Double Hashing;UserID;No almacenados;0.663853;0.341642
STL;UserID;Almacenados;0.663853;0.186342
STL;UserID;No almacenados;0.663853;1.98735
Hashing Encadenado;UserID;Almacenados;0.711271;0.104612
Hashing Encadenado;UserID;No almacenados;0.711271;0.123369
Linear Probing;UserID;Almacenados;0.711271;0.286149
Linear Probing;UserID;No almacenados;0.711271;0.574909
Cuadratic Probing;UserID;Almacenados;0.711271;0.28929
Cuadratic Probing;UserID;No almacenados;0.711271;0.574426
Double Hashing;UserID;Almacenados;0.711271;0.196256
Double Hashing;UserID;No almacenados;0.711271;0.379235
STL;UserID;Almacenados;0.711271;0.187118
STL;UserID;No almacenados;0.711271;1.88685
Hashing Encadenado;UserID;Almacenados;0.758689;0.106837
Hashing Encadenado;UserID;No almacenados;0.758689;0.120186
Linear Probing;UserID;Almacenados;0.758689;0.30587
Linear Probing;UserID;No almacenados;0.758689;0.606128
Cuadratic Probing;UserID;Almacenados;0.758689;0.304688
Cuadratic Probing;UserID;No almacenados;0.758689;0.638178
Double Hashing;UserID;Almacenados;0.758689;0.212097
Double Hashing;UserID;No almacenados;0.758689;0.403207
STL;UserID;Almacenados;0.758689;0.196192
STL;UserID;No almacenados;0.758689;2.04771
Hashing Encadenado;UserID;Almacenados;0.806107;0.110498
Hashing Encadenado;UserID;No almacenados;0.806107;0.154629
Linear Probing;UserID;Almacenados;0.806107;0.327544
Linear Probing;UserID;No almacenados;0.806107;0.70631
Cuadratic Probing;UserID;Almacenados;0.806107;0.367331
Cuadratic Probing;UserID;No almacenados;0.806107;0.674498
Double Hashing;UserID;Almacenados;0.806107;0.22315
Double Hashing;UserID;No almacenados;0.806107;0.430247
STL;UserID;Almacenados;0.806107;0.193703
STL;UserID;No almacenados;0.806107;1.9716
Hashing Encadenado;UserID;Almacenados;0.853526;0.106707
Hashing Encadenado;UserID;No almacenados;0.853526;0.128826
Linear Probing;UserID;Almacenados;0.853526;0.349506
Linear Probing;UserID;No almacenados;0.853526;0.885864
Cuadratic Probing;UserID;Almacenados;0.853526;0.383549
Cuadratic Probing;UserID;No almacenados;0.853526;0.82242
Double Hashing;UserID;Almacenados;0.853526;0.220142
Double Hashing;UserID;No almacenados;0.853526;0.517584
STL;UserID;Almacenados;0.853526;0.197951
STL;UserID;No almacenados;0.853526;1.99063
Hashing Encadenado;UserID;Almacenados;0.900944;0.110193
Hashing Encadenado;UserID;No almacenados;0.900944;0.203227
Linear Probing;UserID;Almacenados;0.900944;0.422524
Linear Probing;UserID;No almacenados;0.900944;1.20153
Cuadratic Probing;UserID;Almacenados;0.900944;0.358606
Cuadratic Probing;UserID;No almacenados;0.900944;1.05078
Double Hashing;UserID;Almacenados;0.900944;0.236666
Double Hashing;UserID;No almacenados;0.900944;0.647482
STL;UserID;Almacenados;0.900944;0.198551
STL;UserID;No almacenados;0.900944;1.91075
Hashing Encadenado;UserID;Almacenados;0.948362;0.110828
Hashing Encadenado;UserID;No almacenados;0.948362;0.123978
Linear Probing;UserID;Almacenados;0.948362;0.432353
Linear Probing;UserID;No almacenados;0.948362;1.6399
Cuadratic Probing;UserID;Almacenados;0.948362;0.408593
Cuadratic Probing;UserID;No almacenados;0.948362;1.40229
Double Hashing;UserID;Almacenados;0.948362;0.250307
Double Hashing;UserID;No almacenados;0.948362;0.851324
STL;UserID;Almacenados;0.948362;0.198734
STL;UserID;No almacenados;0.948362;1.93971
Hashing Encadenado;UserID;Almacenados;0.999099;0.109363
Hashing Encadenado;UserID;No almacenados;0.999099;0.12416
Linear Probing;UserID;Almacenados;0.999099;0.445118
Linear Probing;UserID;No almacenados;0.999099;2.64076
Cuadratic Probing;UserID;Almacenados;0.999099;0.432731
Cuadratic Probing;UserID;No almacenados;0.999099;2.35629
Double Hashing;UserID;Almacenados;0.999099;0.302482
Double Hashing;UserID;No almacenados;0.999099;1.27123
STL;UserID;Almacenados;0.999099;0.210146
STL;UserID;No almacenados;0.999099;1.98471
Hashing Encadenado;Username;Almacenados;0.0474181;0.211557
Hashing Encadenado;Username;No almacenados;0.0474181;0.323511
Linear Probing;Username;Almacenados;0.0474181;0.333824
Linear Probing;Username;No almacenados;0.0474181;0.517068
Cuadratic Probing;Username;Almacenados;0.0474181;0.32962
Cuadratic Probing;Username;No almacenados;0.0474181;0.497973
Double Hashing;Username;Almacenados;0.0474181;0.485605
Double Hashing;Username;No almacenados;0.0474181;0.667299
STL;Username;Almacenados;0.0474181;0.193896
STL;Username;No almacenados;0.0474181;1.8932
Hashing Encadenado;Username;Almacenados;0.0948362;0.218434
Hashing Encadenado;Username;No almacenados;0.0948362;0.320114
Linear Probing;Username;Almacenados;0.0948362;0.356348
Linear Probing;Username;No almacenados;0.0948362;0.524897
Cuadratic Probing;Username;Almacenados;0.0948362;0.381572
Cuadratic Probing;Username;No almacenados;0.0948362;0.579493
Double Hashing;Username;Almacenados;0.0948362;0.400097
Double Hashing;Username;No almacenados;0.0948362;0.647541
STL;Username;Almacenados;0.0948362;0.198151
STL;Username;No almacenados;0.0948362;1.9204
Hashing Encadenado;Username;Almacenados;0.142254;0.219674
Hashing Encadenado;Username;No almacenados;0.142254;0.316788
Linear Probing;Username;Almacenados;0.142254;0.360504
Linear Probing;Username;No almacenados;0.142254;0.528605
Cuadratic Probing;Username;Almacenados;0.142254;0.454463
Cuadratic Probing;Username;No almacenados;0.142254;0.52728
Double Hashing;Username;Almacenados;0.142254;0.466943
Double Hashing;Username;No almacenados;0.142254;0.693004
STL;Username;Almacenados;0.142254;0.200652
STL;Username;No almacenados;0.142254;2.0315
Hashing Encadenado;Username;Almacenados;0.189672;0.223406
Hashing Encadenado;Username;No almacenados;0.189672;0.429034
Linear Probing;Username;Almacenados;0.189672;0.370257
Linear Probing;Username;No almacenados;0.189672;0.620424
Cuadratic Probing;Username;Almacenados;0.189672;0.365369
Cuadratic Probing;Username;No almacenados;0.189672;0.611351
Double Hashing;Username;Almacenados;0.189672;0.412324
Double Hashing;Username;No almacenados;0.189672;0.674025
STL;Username;Almacenados;0.189672;0.203026
STL;Username;No almacenados;0.189672;1.97278
Hashing Encadenado;Username;Almacenados;0.23709;0.22935
Hashing Encadenado;Username;No almacenados;0.23709;0.365637
Linear Probing;Username;Almacenados;0.23709;0.373873
Linear Probing;Username;No almacenados;0.23709;0.558564
Cuadratic Probing;Username;Almacenados;0.23709;0.416492
Cuadratic Probing;Username;No almacenados;0.23709;0.560045
Double Hashing;Username;Almacenados;0.23709;0.429792
Double Hashing;Username;No almacenados;0.23709;0.703559
STL;Username;Almacenados;0.23709;0.215967
STL;Username;No almacenados;0.23709;2.03512
Hashing Encadenado;Username;Almacenados;0.284509;0.222794
Hashing Encadenado;Username;No almacenados;0.284509;0.317089
Linear Probing;Username;Almacenados;0.284509;0.370026
Linear Probing;Username;No almacenados;0.284509;0.595408
Cuadratic Probing;Username;Almacenados;0.284509;0.369802
Cuadratic Probing;Username;No almacenados;0.284509;0.568961
Double Hashing;Username;Almacenados;0.284509;0.420706
Double Hashing;Username;No almacenados;0.284509;0.689522
STL;Username;Almacenados;0.284509;0.20257
STL;Username;No almacenados;0.284509;1.90647
Hashing Encadenado;Username;Almacenados;0.331927;0.224673
Hashing Encadenado;Username;No almacenados;0.331927;0.319624
Linear Probing;Username;Almacenados;0.331927;0.374187
Linear Probing;Username;No almacenados;0.331927;0.569846
Cuadratic Probing;Username;Almacenados;0.331927;0.375485
Cuadratic Probing;Username;No almacenados;0.331927;0.623766
Double Hashing;Username;Almacenados;0.331927;0.423124
Double Hashing;Username;No almacenados;0.331927;0.707182
STL;Username;Almacenados;0.331927;0.208668
STL;Username;No almacenados;0.331927;1.98834
Hashing Encadenado;Username;Almacenados;0.379345;0.224893
Hashing Encadenado;Username;No almacenados;0.379345;0.323152
Linear Probing;Username;Almacenados;0.379345;0.371262
Linear Probing;Username;No almacenados;0.379345;0.585358
Cuadratic Probing;Username;Almacenados;0.379345;0.375294
Cuadratic Probing;Username;No almacenados;0.379345;0.599641
Double Hashing;Username;Almacenados;0.379345;0.421332
Double Hashing;Username;No almacenados;0.379345;0.717139
STL;Username;Almacenados;0.379345;0.209639
STL;Username;No almacenados;0.379345;1.94218
Hashing Encadenado;Username;Almacenados;0.426763;0.312689
Hashing Encadenado;Username;No almacenados;0.426763;0.434832
Linear Probing;Username;Almacenados;0.426763;0.64751
Linear Probing;Username;No almacenados;0.426763;0.883598
Cuadratic Probing;Username;Almacenados;0.426763;0.616941
Cuadratic Probing;Username;No almacenados;0.426763;0.898546
Double Hashing;Username;Almacenados;0.426763;0.634287
Double Hashing;Username;No almacenados;0.426763;0.920906
STL;Username;Almacenados;0.426763;0.291358
STL;Username;No almacenados;0.426763;2.02715
Hashing Encadenado;Username;Almacenados;0.474181;0.22382
Hashing Encadenado;Username;No almacenados;0.474181;0.362315
Linear Probing;Username;Almacenados;0.474181;0.426109
Linear Probing;Username;No almacenados;0.474181;0.62647
Cuadratic Probing;Username;Almacenados;0.474181;0.400049
Cuadratic Probing;Username;No almacenados;0.474181;0.640119
Double Hashing;Username;Almacenados;0.474181;0.429841
Double Hashing;Username;No almacenados;0.474181;0.738936
STL;Username;Almacenados;0.474181;0.215258
STL;Username;No almacenados;0.474181;1.89264
Hashing Encadenado;Username;Almacenados;0.521599;0.262603
Hashing Encadenado;Username;No almacenados;0.521599;0.330689
Linear Probing;Username;Almacenados;0.521599;0.408088
Linear Probing;Username;No almacenados;0.521599;0.66851
Cuadratic Probing;Username;Almacenados;0.521599;0.491592
Cuadratic Probing;Username;No almacenados;0.521599;0.677431
Double Hashing;Username;Almacenados;0.521599;0.474378
Double Hashing;Username;No almacenados;0.521599;0.754639
STL;Username;Almacenados;0.521599;0.206725
STL;Username;No almacenados;0.521599;1.92275
Hashing Encadenado;Username;Almacenados;0.569017;0.232195
Hashing Encadenado;Username;No almacenados;0.569017;0.331666
Linear Probing;Username;Almacenados;0.569017;0.41372
Linear Probing;Username;No almacenados;0.569017;0.715208
Cuadratic Probing;Username;Almacenados;0.569017;0.422649
Cuadratic Probing;Username;No almacenados;0.569017;0.708299
Double Hashing;Username;Almacenados;0.569017;0.450404
Double Hashing;Username;No almacenados;0.569017;0.785275
STL;Username;Almacenados;0.569017;0.211142
STL;Username;No almacenados;0.569017;1.97195
Hashing Encadenado;Username;Almacenados;0.616435;0.229558
Hashing Encadenado;Username;No almacenados;0.616435;0.331261
Linear Probing;Username;Almacenados;0.616435;0.418856
Linear Probing;Username;No almacenados;0.616435;0.781406
Cuadratic Probing;Username;Almacenados;0.616435;0.493273
Cuadratic Probing;Username;No almacenados;0.616435;0.782865
Double Hashing;Username;Almacenados;0.616435;0.456672
Double Hashing;Username;No almacenados;0.616435;0.793683
STL;Username;Almacenados;0.616435;0.209242
STL;Username;No almacenados;0.616435;1.94057
Hashing Encadenado;Username;Almacenados;0.663853;0.236184
Hashing Encadenado;Username;No almacenados;0.663853;0.345096
Linear Probing;Username;Almacenados;0.663853;0.450143
Linear Probing;Username;No almacenados;0.663853;0.828888
Cuadratic Probing;Username;Almacenados;0.663853;0.459187
Cuadratic Probing;Username;No almacenados;0.663853;0.813469
Double Hashing;Username;Almacenados;0.663853;0.466646
Double Hashing;Username;No almacenados;0.663853;0.825985
STL;Username;Almacenados;0.663853;0.218334
STL;Username;No almacenados;0.663853;1.89431
Hashing Encadenado;Username;Almacenados;0.711271;0.235431
Hashing Encadenado;Username;No almacenados;0.711271;0.333846
Linear Probing;Username;Almacenados;0.711271;0.454476
Linear Probing;Username;No almacenados;0.711271;0.91372
Cuadratic Probing;Username;Almacenados;0.711271;0.474872
Cuadratic Probing;Username;No almacenados;0.711271;0.874302
Double Hashing;Username;Almacenados;0.711271;0.476634
Double Hashing;Username;No almacenados;0.711271;0.8415
STL;Username;Almacenados;0.711271;0.21692
STL;Username;No almacenados;0.711271;1.92673
Hashing Encadenado;Username;Almacenados;0.758689;0.233303
Hashing Encadenado;Username;No almacenados;0.758689;0.336098
Linear Probing;Username;Almacenados;0.758689;0.453878
Linear Probing;Username;No almacenados;0.758689;0.970668
Cuadratic Probing;Username;Almacenados;0.758689;0.470899
Cuadratic Probing;Username;No almacenados;0.758689;0.942225
Double Hashing;Username;Almacenados;0.758689;0.481474
Double Hashing;Username;No almacenados;0.758689;0.932829
STL;Username;Almacenados;0.758689;0.25384
STL;Username;No almacenados;0.758689;1.94786
Hashing Encadenado;Username;Almacenados;0.806107;0.23578
Hashing Encadenado;Username;No almacenados;0.806107;0.341611
Linear Probing;Username;Almacenados;0.806107;0.522779
Linear Probing;Username;No almacenados;0.806107;1.11958
Cuadratic Probing;Username;Almacenados;0.806107;0.537709
Cuadratic Probing;Username;No almacenados;0.806107;1.15481
Double Hashing;Username;Almacenados;0.806107;0.482666
Double Hashing;Username;No almacenados;0.806107;1.03046
STL;Username;Almacenados;0.806107;0.22097
STL;Username;No almacenados;0.806107;1.97524
Hashing Encadenado;Username;Almacenados;0.853526;0.242884
Hashing Encadenado;Username;No almacenados;0.853526;0.343923
Linear Probing;Username;Almacenados;0.853526;0.53132
Linear Probing;Username;No almacenados;0.853526;1.31063
Cuadratic Probing;Username;Almacenados;0.853526;0.54246
Cuadratic Probing;Username;No almacenados;0.853526;1.25035
Double Hashing;Username;Almacenados;0.853526;0.508536
Double Hashing;Username;No almacenados;0.853526;1.06133
STL;Username;Almacenados;0.853526;0.223473
STL;Username;No almacenados;0.853526;1.94648
Hashing Encadenado;Username;Almacenados;0.900944;0.24285
Hashing Encadenado;Username;No almacenados;0.900944;0.376022
Linear Probing;Username;Almacenados;0.900944;0.557803
Linear Probing;Username;No almacenados;0.900944;1.53862
Cuadratic Probing;Username;Almacenados;0.900944;0.558772
Cuadratic Probing;Username;No almacenados;0.900944;1.4306
Double Hashing;Username;Almacenados;0.900944;0.525091
Double Hashing;Username;No almacenados;0.900944;1.17442
STL;Username;Almacenados;0.900944;0.226751
STL;Username;No almacenados;0.900944;1.97972
Hashing Encadenado;Username;Almacenados;0.948362;0.243064
Hashing Encadenado;Username;No almacenados;0.948362;0.342204
Linear Probing;Username;Almacenados;0.948362;0.626097
Linear Probing;Username;No almacenados;0.948362;2.08739
Cuadratic Probing;Username;Almacenados;0.948362;0.630446
Cuadratic Probing;Username;No almacenados;0.948362;1.92106
Double Hashing;Username;Almacenados;0.948362;0.559123
Double Hashing;Username;No almacenados;0.948362;1.43484
STL;Username;Almacenados;0.948362;0.2261
STL;Username;No almacenados;0.948362;1.96398
Hashing Encadenado;Username;Almacenados;0.999099;0.243378
Hashing Encadenado;Username;No almacenados;0.999099;0.344636
Linear Probing;Username;Almacenados;0.999099;0.67069
Linear Probing;Username;No almacenados;0.999099;3.25898
Cuadratic Probing;Username;Almacenados;0.999099;0.688942
Cuadratic Probing;Username;No almacenados;0.999099;2.97207
Double Hashing;Username;Almacenados;0.999099;0.596294
Double Hashing;Username;No almacenados;0.999099;2.01971
STL;Username;Almacenados;0.999099;0.228997
STL;Username;No almacenados;0.999099;1.95623
Hashing Encadenado;UserID;Almacenados;0.0474181;0.084611
Hashing Encadenado;UserID;No almacenados;0.0474181;0.126586
Linear Probing;UserID;Almacenados;0.0474181;0.185024
Linear Probing;UserID;No almacenados;0.0474181;0.268301
Cuadratic Probing;UserID;Almacenados;0.0474181;0.182164
Cuadratic Probing;UserID;No almacenados;0.0474181;0.256314
Double Hashing;UserID;Almacenados;0.0474181;0.139905
Double Hashing;UserID;No almacenados;0.0474181;0.204961
STL;UserID;Almacenados;0.0474181;0.173978
STL;UserID;No almacenados;0.0474181;1.95826
Hashing Encadenado;UserID;Almacenados;0.0948362;0.087391
Hashing Encadenado;UserID;No almacenados;0.0948362;0.107284
Linear Probing;UserID;Almacenados;0.0948362;0.195698
Linear Probing;UserID;No almacenados;0.0948362;0.276173
Cuadratic Probing;UserID;Almacenados;0.0948362;0.188932
Cuadratic Probing;UserID;No almacenados;0.0948362;0.340433
Double Hashing;UserID;Almacenados;0.0948362;0.144106
Double Hashing;UserID;No almacenados;0.0948362;0.216512
STL;UserID;Almacenados;0.0948362;0.178132
STL;UserID;No almacenados;0.0948362;2.05674
Hashing Encadenado;UserID;Almacenados;0.142254;0.093057
