Tipo de Mapa;Clave;Número de Elementos;Tiempo
STL;UserID;11000;4.3231
Separate Chaining;UserID;12000;2.16339
Linear Probing;UserID;12000;4.13414
Quadratic Probing;UserID;12000;4.19414
Double Hashing;UserID;12000;4.12172
STL;UserID;12000;4.61029
Separate Chaining;UserID;13000;2.3184
Linear Probing;UserID;13000;4.43913
Quadratic Probing;UserID;13000;4.46436
Double Hashing;UserID;13000;4.56883
STL;UserID;13000;4.90621
Separate Chaining;UserID;14000;2.50315
Linear Probing;UserID;14000;4.83197
Quadratic Probing;UserID;14000;4.93396
Double Hashing;UserID;14000;5.03446
STL;UserID;14000;5.23386
Separate Chaining;UserID;15000;2.62126
Linear Probing;UserID;15000;5.88742
Quadratic Probing;UserID;15000;5.83411
Double Hashing;UserID;15000;5.93566
STL;UserID;15000;5.96547
Separate Chaining;UserID;16000;2.89026
Linear Probing;UserID;16000;5.93277
Quadratic Probing;UserID;16000;6.10446
Double Hashing;UserID;16000;6.29618
STL;UserID;16000;6.0979
Separate Chaining;UserID;17000;3.1571
Linear Probing;UserID;17000;6.34871
Quadratic Probing;UserID;17000;6.84854
Double Hashing;UserID;17000;6.54617
STL;UserID;17000;6.35713
Separate Chaining;UserID;18000;3.2963
Linear Probing;UserID;18000;6.89952
Quadratic Probing;UserID;18000;6.96843
Double Hashing;UserID;18000;7.04921
STL;UserID;18000;6.71971
Separate Chaining;UserID;19000;3.46369
Linear Probing;UserID;19000;7.62847
Quadratic Probing;UserID;19000;7.57511
Double Hashing;UserID;19000;7.56691
STL;UserID;19000;7.01043
Separate Chaining;UserID;20000;3.684
Linear Probing;UserID;20000;8.55659
Quadratic Probing;UserID;20000;8.4992
Double Hashing;UserID;20000;8.32265
STL;UserID;20000;7.28959
Separate Chaining;UserID;21070;3.79218
Linear Probing;UserID;21070;9.53288
Quadratic Probing;UserID;21070;9.29457
Double Hashing;UserID;21070;9.46362
STL;UserID;21070;7.65167
Separate Chaining;Username;1000;0.342817
Linear Probing;Username;1000;0.481833
Quadratic Probing;Username;1000;0.439872
Double Hashing;Username;1000;0.521298
STL;Username;1000;0.331041
Separate Chaining;Username;2000;0.663605
Linear Probing;Username;2000;1.02044
Quadratic Probing;Username;2000;0.909322
Double Hashing;Username;2000;1.1117
STL;Username;2000;0.650807
Separate Chaining;Username;3000;1.00002
Linear Probing;Username;3000;1.50596
Quadratic Probing;Username;3000;1.48764
Double Hashing;Username;3000;1.68391
STL;Username;3000;1.12711
Separate Chaining;Username;4000;1.27723
Linear Probing;Username;4000;2.06018
Quadratic Probing;Username;4000;1.92345
Double Hashing;Username;4000;2.31151
STL;Username;4000;1.35604
Separate Chaining;Username;5000;1.59756
Linear Probing;Username;5000;2.5532
Quadratic Probing;Username;5000;2.49326
Double Hashing;Username;5000;2.90108
STL;Username;5000;1.73246
Separate Chaining;Username;6000;1.89849
Linear Probing;Username;6000;2.91666
Quadratic Probing;Username;6000;2.94113
Double Hashing;Username;6000;3.57313
STL;Username;6000;2.04468
Separate Chaining;Username;7000;2.27941
Linear Probing;Username;7000;3.58287
Quadratic Probing;Username;7000;3.58396
Double Hashing;Username;7000;4.2536
STL;Username;7000;2.37324
Separate Chaining;Username;8000;2.60595
Linear Probing;Username;8000;4.19021
Quadratic Probing;Username;8000;4.13016
Double Hashing;Username;8000;4.99554
STL;Username;8000;2.80237
Separate Chaining;Username;9000;2.87168
Linear Probing;Username;9000;4.64737
Quadratic Probing;Username;9000;4.65438
Double Hashing;Username;9000;5.77945
STL;Username;9000;3.06577
Separate Chaining;Username;10000;3.21622
Linear Probing;Username;10000;5.27486
Quadratic Probing;Username;10000;5.21657
Double Hashing;Username;10000;6.20565
STL;Username;10000;3.48652
Separate Chaining;Username;11000;3.561
Linear Probing;Username;11000;6.00158
Quadratic Probing;Username;11000;5.91116
Double Hashing;Username;11000;7.00794
STL;Username;11000;4.01205
Separate Chaining;Username;12000;3.82565
Linear Probing;Username;12000;6.21124
Quadratic Probing;Username;12000;6.27534
Double Hashing;Username;12000;7.59082
STL;Username;12000;4.52177
Separate Chaining;Username;13000;4.17556
Linear Probing;Username;13000;6.97501
Quadratic Probing;Username;13000;6.95182
Double Hashing;Username;13000;8.46426
STL;Username;13000;4.62291
Separate Chaining;Username;14000;4.47811
Linear Probing;Username;14000;7.60845
Quadratic Probing;Username;14000;7.6575
Double Hashing;Username;14000;9.14889
STL;Username;14000;4.95278
Separate Chaining;Username;15000;4.79387
Linear Probing;Username;15000;8.34615
Quadratic Probing;Username;15000;8.28491
Double Hashing;Username;15000;9.76071
STL;Username;15000;5.28902
Separate Chaining;Username;16000;5.17467
Linear Probing;Username;16000;9.05744
Quadratic Probing;Username;16000;9.10134
Double Hashing;Username;16000;11.7823
STL;Username;16000;5.77635
Separate Chaining;Username;17000;5.49323
Linear Probing;Username;17000;9.71118
Quadratic Probing;Username;17000;9.68272
Double Hashing;Username;17000;11.7391
STL;Username;17000;6.06199
Separate Chaining;Username;18000;5.93991
Linear Probing;Username;18000;10.4939
Quadratic Probing;Username;18000;10.5491
Double Hashing;Username;18000;12.5442
STL;Username;18000;6.31933
Separate Chaining;Username;19000;6.19101
Linear Probing;Username;19000;11.3797
Quadratic Probing;Username;19000;11.1517
Double Hashing;Username;19000;13.2853
STL;Username;19000;7.3788
Separate Chaining;Username;20000;6.47672
Linear Probing;Username;20000;12.4843
Quadratic Probing;Username;20000;12.5263
Double Hashing;Username;20000;14.8136
STL;Username;20000;7.12277
Separate Chaining;Username;21070;7.0812
Linear Probing;Username;21070;14.7402
Quadratic Probing;Username;21070;14.3708
Double Hashing;Username;21070;16.6291
STL;Username;21070;7.48031
Separate Chaining;UserID;1000;0.202867
Linear Probing;UserID;1000;0.310539
Quadratic Probing;UserID;1000;0.284937
Double Hashing;UserID;1000;0.267955
STL;UserID;1000;0.352415
Separate Chaining;UserID;2000;0.391965
Linear Probing;UserID;2000;0.612113
Quadratic Probing;UserID;2000;0.581631
Double Hashing;UserID;2000;0.522441
STL;UserID;2000;0.712259
Separate Chaining;UserID;3000;0.615271
Linear Probing;UserID;3000;0.948559
Quadratic Probing;UserID;3000;0.882654
Double Hashing;UserID;3000;0.822689
STL;UserID;3000;1.16998
Separate Chaining;UserID;4000;0.733564
Linear Probing;UserID;4000;1.26762
Quadratic Probing;UserID;4000;1.25687
Double Hashing;UserID;4000;1.11357
STL;UserID;4000;1.43035
Separate Chaining;UserID;5000;0.90097
Linear Probing;UserID;5000;1.6184
Quadratic Probing;UserID;5000;1.64376
Double Hashing;UserID;5000;1.46039
STL;UserID;5000;2.00463
Separate Chaining;UserID;6000;1.1427
Linear Probing;UserID;6000;2.05351
Quadratic Probing;UserID;6000;2.07163
Double Hashing;UserID;6000;1.91014
STL;UserID;6000;2.3275
Separate Chaining;UserID;7000;1.2218
Linear Probing;UserID;7000;2.2721
Quadratic Probing;UserID;7000;2.28609
Double Hashing;UserID;7000;2.27742
STL;UserID;7000;2.5152
Separate Chaining;UserID;8000;1.48307
Linear Probing;UserID;8000;2.61433
Quadratic Probing;UserID;8000;2.66307
Double Hashing;UserID;8000;2.69649
STL;UserID;8000;2.83991
Separate Chaining;UserID;9000;1.55037
Linear Probing;UserID;9000;3.00529
Quadratic Probing;UserID;9000;2.9821
Double Hashing;UserID;9000;2.91944
STL;UserID;9000;3.2717
Separate Chaining;UserID;10000;1.7384
Linear Probing;UserID;10000;3.41181
Quadratic Probing;UserID;10000;3.47666
Double Hashing;UserID;10000;3.44313
STL;UserID;10000;3.6069
Separate Chaining;UserID;11000;1.89974
Linear Probing;UserID;11000;3.87981
Quadratic Probing;UserID;11000;3.8232
Double Hashing;UserID;11000;3.90788
STL;UserID;11000;4.29867
Separate Chaining;UserID;12000;2.16548
Linear Probing;UserID;12000;4.05769
Quadratic Probing;UserID;12000;4.08552
Double Hashing;UserID;12000;4.18361
STL;UserID;12000;4.58411
Separate Chaining;UserID;13000;2.25873
Linear Probing;UserID;13000;4.65969
Quadratic Probing;UserID;13000;4.6096
Double Hashing;UserID;13000;4.71268
STL;UserID;13000;4.96497
Separate Chaining;UserID;14000;2.62237
Linear Probing;UserID;14000;4.86949
Quadratic Probing;UserID;14000;5.00231
Double Hashing;UserID;14000;4.92691
STL;UserID;14000;5.31323
Separate Chaining;UserID;15000;2.68213
Linear Probing;UserID;15000;5.38593
Quadratic Probing;UserID;15000;5.45558
Double Hashing;UserID;15000;5.60511
STL;UserID;15000;5.54846
Separate Chaining;UserID;16000;2.88029
Linear Probing;UserID;16000;5.86101
Quadratic Probing;UserID;16000;6.14546
Double Hashing;UserID;16000;6.00896
STL;UserID;16000;6.06866
Separate Chaining;UserID;17000;3.03492
Linear Probing;UserID;17000;6.36112
Quadratic Probing;UserID;17000;6.38346
Double Hashing;UserID;17000;6.44374
STL;UserID;17000;6.32518
Separate Chaining;UserID;18000;3.24682
Linear Probing;UserID;18000;6.98106
Quadratic Probing;UserID;18000;6.99949
Double Hashing;UserID;18000;7.0796
STL;UserID;18000;6.65557
Separate Chaining;UserID;19000;3.4343
Linear Probing;UserID;19000;7.70461
Quadratic Probing;UserID;19000;7.539
Double Hashing;UserID;19000;7.64962
STL;UserID;19000;6.97212
Separate Chaining;UserID;20000;3.59669
Linear Probing;UserID;20000;8.50945
Quadratic Probing;UserID;20000;8.24774
Double Hashing;UserID;20000;8.23737
STL;UserID;20000;7.27647
Separate Chaining;UserID;21070;3.88137
Linear Probing;UserID;21070;9.6198
Quadratic Probing;UserID;21070;9.3727
Double Hashing;UserID;21070;9.35021
STL;UserID;21070;7.67096
Separate Chaining;Username;1000;0.336526
Linear Probing;Username;1000;0.479192
Quadratic Probing;Username;1000;0.469646
Double Hashing;Username;1000;0.537631
STL;Username;1000;0.323698
Separate Chaining;Username;2000;0.646826
Linear Probing;Username;2000;0.961264
Quadratic Probing;Username;2000;0.895903
Double Hashing;Username;2000;1.12615
STL;Username;2000;0.656118
Separate Chaining;Username;3000;0.960071
Linear Probing;Username;3000;1.53148
Quadratic Probing;Username;3000;1.38296
Double Hashing;Username;3000;1.71291
STL;Username;3000;1.01298
Separate Chaining;Username;4000;1.31205
Linear Probing;Username;4000;1.94543
Quadratic Probing;Username;4000;1.93015
Double Hashing;Username;4000;2.18892
STL;Username;4000;1.42125
Separate Chaining;Username;5000;1.62488
Linear Probing;Username;5000;2.45469
Quadratic Probing;Username;5000;2.47436
Double Hashing;Username;5000;2.91436
STL;Username;5000;1.63506
Separate Chaining;Username;6000;1.92659
Linear Probing;Username;6000;2.94838
Quadratic Probing;Username;6000;3.02705
Double Hashing;Username;6000;3.53302
STL;Username;6000;2.14991
Separate Chaining;Username;7000;2.20744
Linear Probing;Username;7000;3.79031
Quadratic Probing;Username;7000;3.55305
Double Hashing;Username;7000;4.26208
STL;Username;7000;2.44104
Separate Chaining;Username;8000;2.52505
Linear Probing;Username;8000;3.93891
Quadratic Probing;Username;8000;4.0218
Double Hashing;Username;8000;4.80057
STL;Username;8000;2.71588
Separate Chaining;Username;9000;2.85702
Linear Probing;Username;9000;4.66507
Quadratic Probing;Username;9000;4.63998
Double Hashing;Username;9000;5.53339
STL;Username;9000;3.07251
Separate Chaining;Username;10000;3.14823
Linear Probing;Username;10000;4.97378
Quadratic Probing;Username;10000;5.09412
Double Hashing;Username;10000;6.08958
STL;Username;10000;3.3804
Separate Chaining;Username;11000;3.52313
Linear Probing;Username;11000;5.5609
Quadratic Probing;Username;11000;5.82155
Double Hashing;Username;11000;6.85922
STL;Username;11000;3.96738
Separate Chaining;Username;12000;3.80715
Linear Probing;Username;12000;6.08671
Quadratic Probing;Username;12000;6.18196
Double Hashing;Username;12000;7.49233
STL;Username;12000;4.25638
Separate Chaining;Username;13000;4.1118
Linear Probing;Username;13000;7.11405
Quadratic Probing;Username;13000;7.02486
Double Hashing;Username;13000;8.36503
STL;Username;13000;4.60247
Separate Chaining;Username;14000;4.40848
Linear Probing;Username;14000;7.40757
Quadratic Probing;Username;14000;7.50844
Double Hashing;Username;14000;8.95475
STL;Username;14000;5.03906
Separate Chaining;Username;15000;4.83222
Linear Probing;Username;15000;8.41894
Quadratic Probing;Username;15000;8.27524
Double Hashing;Username;15000;10.0247
STL;Username;15000;5.36728
Separate Chaining;Username;16000;5.14283
Linear Probing;Username;16000;8.80964
Quadratic Probing;Username;16000;8.97084
Double Hashing;Username;16000;10.7022
STL;Username;16000;5.69146
Separate Chaining;Username;17000;5.50369
Linear Probing;Username;17000;9.7334
Quadratic Probing;Username;17000;9.72634
Double Hashing;Username;17000;11.6456
STL;Username;17000;5.99989
Separate Chaining;Username;18000;5.75868
Linear Probing;Username;18000;10.4754
Quadratic Probing;Username;18000;10.4476
Double Hashing;Username;18000;12.5235
STL;Username;18000;6.28571
Separate Chaining;Username;19000;6.29648
Linear Probing;Username;19000;11.6214
Quadratic Probing;Username;19000;11.1004
Double Hashing;Username;19000;13.3138
STL;Username;19000;6.5897
Separate Chaining;Username;20000;6.50226
Linear Probing;Username;20000;12.5945
Quadratic Probing;Username;20000;12.4392
Double Hashing;Username;20000;14.8381
STL;Username;20000;7.03451
Separate Chaining;Username;21070;6.84296
Linear Probing;Username;21070;13.9787
Quadratic Probing;Username;21070;13.9726
Double Hashing;Username;21070;16.3628
STL;Username;21070;7.41414
Separate Chaining;UserID;1000;0.264156
Linear Probing;UserID;1000;0.307666
Quadratic Probing;UserID;1000;0.274899
Double Hashing;UserID;1000;0.259304
STL;UserID;1000;0.359198
Separate Chaining;UserID;2000;0.387682
Linear Probing;UserID;2000;0.608002
Quadratic Probing;UserID;2000;0.565634
Double Hashing;UserID;2000;0.521569
STL;UserID;2000;0.71433
Separate Chaining;UserID;3000;0.551701
Linear Probing;UserID;3000;1.0045
Quadratic Probing;UserID;3000;0.877446
Double Hashing;UserID;3000;0.809642
STL;UserID;3000;1.11248
Separate Chaining;UserID;4000;0.736433
Linear Probing;UserID;4000;1.25968
Quadratic Probing;UserID;4000;1.27191
Double Hashing;UserID;4000;1.12642
STL;UserID;4000;1.423
Separate Chaining;UserID;5000;0.907812
Linear Probing;UserID;5000;1.60484
Quadratic Probing;UserID;5000;1.60751
Double Hashing;UserID;5000;1.48489
STL;UserID;5000;1.83577
Separate Chaining;UserID;6000;1.08948
Linear Probing;UserID;6000;2.11494
Quadratic Probing;UserID;6000;1.89887
Double Hashing;UserID;6000;1.91815
STL;UserID;6000;2.32927
Separate Chaining;UserID;7000;1.30809
Linear Probing;UserID;7000;2.29501
Quadratic Probing;UserID;7000;2.35296
Double Hashing;UserID;7000;2.19502
STL;UserID;7000;2.65354
Separate Chaining;UserID;8000;1.49876
Linear Probing;UserID;8000;2.69413
Quadratic Probing;UserID;8000;2.82145
Double Hashing;UserID;8000;2.86075
STL;UserID;8000;2.9748
Separate Chaining;UserID;9000;1.59477
Linear Probing;UserID;9000;3.14371
Quadratic Probing;UserID;9000;3.14551
Double Hashing;UserID;9000;3.14889
STL;UserID;9000;3.29412
Separate Chaining;UserID;10000;1.84464
Linear Probing;UserID;10000;3.45918
Quadratic Probing;UserID;10000;3.39428
Double Hashing;UserID;10000;3.4814
STL;UserID;10000;3.62085
Separate Chaining;UserID;11000;1.93182
Linear Probing;UserID;11000;4.02309
Quadratic Probing;UserID;11000;3.93728
Double Hashing;UserID;11000;3.88794
STL;UserID;11000;4.47884
Separate Chaining;UserID;12000;2.13085
Linear Probing;UserID;12000;4.21483
Quadratic Probing;UserID;12000;4.26155
Double Hashing;UserID;12000;4.32757
STL;UserID;12000;4.69626
Separate Chaining;UserID;13000;2.29636
Linear Probing;UserID;13000;4.56856
Quadratic Probing;UserID;13000;4.6791
Double Hashing;UserID;13000;4.71791
STL;UserID;13000;5.01575
Separate Chaining;UserID;14000;2.55544
Linear Probing;UserID;14000;5.04013
Quadratic Probing;UserID;14000;5.20076
Double Hashing;UserID;14000;5.1788
STL;UserID;14000;5.36311
Separate Chaining;UserID;15000;2.71617
Linear Probing;UserID;15000;5.40145
Quadratic Probing;UserID;15000;5.41067
Double Hashing;UserID;15000;5.45611
STL;UserID;15000;5.66133
Separate Chaining;UserID;16000;2.89946
Linear Probing;UserID;16000;5.95186
Quadratic Probing;UserID;16000;5.99788
Double Hashing;UserID;16000;6.18783
STL;UserID;16000;5.96054
Separate Chaining;UserID;17000;3.12444
Linear Probing;UserID;17000;6.48423
Quadratic Probing;UserID;17000;6.64292
Double Hashing;UserID;17000;6.56883
STL;UserID;17000;6.39297
Separate Chaining;UserID;18000;3.26808
Linear Probing;UserID;18000;6.82854
Quadratic Probing;UserID;18000;6.95096
Double Hashing;UserID;18000;6.767
STL;UserID;18000;6.63096
Separate Chaining;UserID;19000;3.4275
Linear Probing;UserID;19000;7.70466
Quadratic Probing;UserID;19000;7.70571
Double Hashing;UserID;19000;7.92012
STL;UserID;19000;6.99129
Separate Chaining;UserID;20000;3.61723
Linear Probing;UserID;20000;8.50953
Quadratic Probing;UserID;20000;8.42359
Double Hashing;UserID;20000;8.4662
STL;UserID;20000;7.31594
Separate Chaining;UserID;21070;3.81981
Linear Probing;UserID;21070;9.85147
Quadratic Probing;UserID;21070;9.5214
Double Hashing;UserID;21070;9.54207
STL;UserID;21070;7.68645
Separate Chaining;Username;1000;0.334511
Linear Probing;Username;1000;0.508106
Quadratic Probing;Username;1000;0.456927
Double Hashing;Username;1000;0.52454
STL;Username;1000;0.328116
Separate Chaining;Username;2000;0.657681
Linear Probing;Username;2000;1.00315
Quadratic Probing;Username;2000;0.94481
Double Hashing;Username;2000;1.14253
STL;Username;2000;0.655812
Separate Chaining;Username;3000;0.953011
Linear Probing;Username;3000;1.50232
Quadratic Probing;Username;3000;1.36805
Double Hashing;Username;3000;1.68985
STL;Username;3000;1.01434
Separate Chaining;Username;4000;1.35128
Linear Probing;Username;4000;2.00512
Quadratic Probing;Username;4000;1.97619
Double Hashing;Username;4000;2.262
STL;Username;4000;1.40738
Separate Chaining;Username;5000;1.70403
Linear Probing;Username;5000;2.42944
Quadratic Probing;Username;5000;2.48187
Double Hashing;Username;5000;2.97588
STL;Username;5000;1.65781
Separate Chaining;Username;6000;1.98944
Linear Probing;Username;6000;2.93393
Quadratic Probing;Username;6000;2.96157
Double Hashing;Username;6000;3.59135
STL;Username;6000;2.1527
Separate Chaining;Username;7000;2.21024
